Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
737,1995,Male,Between 1 and 5 years,Mining,Clerical and administrative workers - Personal Assistants and Secretaries,5-19,Yes,Metro,40,40,60,50,5
738,1972,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,80,20,100,10,10
739,1968,Female,More than 5 years,Education and Training,Managers - Specialist Managers,More than 200,Yes,Metro,90,50,70,70,40
740,1976,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,20-199,No,Metro,40,50,20,50,50
741,1998,Female,Between 1 and 5 years,Arts and Recreation,Labourers - Food Preparation Assistants,More than 200,No,Regional,60,60,20,50,20
742,1979,Female,Less than 1 year,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Metro,5,0,0,0,0
743,1980,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,5-19,Yes,Metro,5,100,5,100,100
744,1989,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,70,70,50,50
745,1966,Male,More than 5 years,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,80,30,80,80
746,1958,Female,More than 5 years,Education and Training,Managers - Specialist Managers,20-199,No,Metro,0,0,0,0,0
747,1967,Female,More than 5 years,Wholesale Trade,Managers - Specialist Managers,20-199,No,Metro,20,20,40,20,90
748,1989,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,90,100,90
749,1962,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,50,50,40,60,40
750,1963,Female,Between 1 and 5 years,Construction,Clerical and administrative workers - General Clerical Workers,1-4,Yes,Metro,30,30,20,20,30
751,1963,Male,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,10,10,20,20,20
752,1957,Male,More than 5 years,Wholesale Trade,Sales workers - Sales Representatives and Agents,20-199,No,Metro,100,100,100,100,100
753,1964,Male,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,10,40,5,40,40
754,1962,Male,More than 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,10,10,10,10,5
755,2000,Female,Between 1 and 5 years,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,50,50,50,50,50
756,1979,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,More than 200,No,Metro,100,100,90,100,100
757,1971,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5-19,No,Regional,100,50,50,50,50
758,1970,Female,Between 1 and 5 years,Arts and Recreation,Managers - Specialist Managers,More than 200,Yes,Metro,90,100,70,80,60
759,1994,Male,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,5-19,No,Metro,50,60,5,0,50
760,2002,Female,Between 1 and 5 years,Accommodation and Food,Clerical and administrative workers - General Clerical Workers,20-199,Yes,Metro,5,50,0,20,10
761,1959,Male,More than 5 years,Mining,Labourers - Factory Process Workers,1-4,Yes,Metro,90,90,90,90,90
762,1969,Male,More than 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,70,30,40,70,20
763,1997,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,80,80,80,80
764,1980,Male,Between 1 and 5 years,Construction,Managers - Specialist Managers,20-199,No,Metro,50,50,50,50,50
765,1994,Female,Between 1 and 5 years,Other Services,Professionals - Education Professionals,More than 200,No,Metro,10,20,20,20,20
766,1971,Female,Less than 1 year,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Yes,Metro,90,90,80,70,60
767,1962,Male,Less than 1 year,Construction,Managers - Specialist Managers,5-19,Yes,Metro,90,60,40,40,50
768,1982,Female,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,50,50,50,20
769,1976,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,60,50,50,50,50
770,1969,Male,More than 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,80,80,30,30,30
771,1985,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Regional,90,90,90,90,90
772,1977,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,20-199,Yes,Metro,10,50,30,50,50
773,1968,Male,More than 5 years,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,5,5,0,0,0
774,1995,Male,Between 1 and 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,70,100,60,100,100
775,1968,Male,More than 5 years,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,30,20,40,20,5
776,1992,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,30,0,30,0,20
777,1991,Male,Between 1 and 5 years,Manufacturing,Professionals - ICT Professionals,More than 200,No,Metro,90,70,90,70,80
778,1976,Male,More than 5 years,Construction,Managers - Specialist Managers,20-199,Yes,Metro,30,20,30,70,40
779,1985,Female,More than 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,20-199,Yes,Metro,20,50,0,50,50
780,1983,Male,Less than 1 year,Construction,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,More than 200,No,Metro,0,0,0,0,0
781,1970,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,100,80,70,80,80
782,1986,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,20-199,Yes,Metro,100,60,100,60,70
783,1985,Male,Between 1 and 5 years,"Rental, Hiring and Real Estate",Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Metro,50,0,5,5,10
784,1970,Male,More than 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,100,100,60,80,50
785,1986,Male,Between 1 and 5 years,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Metro,40,50,50,50,50
786,1971,Female,More than 5 years,"Rental, Hiring and Real Estate",Managers - Specialist Managers,5-19,No,Regional,0,0,0,0,0
787,1967,Female,More than 5 years,Health Care and Social Assistance,Managers - Farmers and Farm Managers,20-199,Yes,Metro,100,80,90,90,80
788,1960,Male,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,1-4,Yes,Metro,50,50,50,50,100
789,1971,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,100,100,80,100,100
790,1988,Male,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,30,50,40,60,60
791,1957,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,5-19,No,Metro,30,50,40,50,60
792,1966,Male,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,No,Metro,5,5,20,20,20
793,1990,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,20,5,5,0,5
794,1964,Female,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,5-19,No,Metro,100,50,100,50,50
795,1977,Female,More than 5 years,Wholesale Trade,Clerical and administrative workers - Inquiry Clerks and Receptionists,5-19,Yes,Metro,50,50,50,50,50
796,1997,Male,Less than 1 year,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",Self employed,No,Regional,100,100,100,100,100
797,1975,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,30,30,40,50,30
798,1981,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,80
799,1957,Male,More than 5 years,Financial and Insurance,Sales workers - Sales Representatives and Agents,More than 200,No,Regional,100,100,100,100,100
800,1980,Male,Between 1 and 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,50,40,50,40
801,1980,Male,Less than 1 year,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,90,100,100,100,90
802,1960,Male,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,5-19,No,Metro,50,50,50,50,50
803,1966,Male,Between 1 and 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,100,60,90,60,60
804,1965,Male,Between 1 and 5 years,Other Services,Managers - Specialist Managers,More than 200,Yes,Metro,5,0,0,0,0
805,1985,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,80,70,70,60,50
806,1959,Male,More than 5 years,Public Administration and Safety,Technicians and trades workers - Automotive and Engineering Trades Workers,More than 200,No,Metro,20,10,20,30,20
807,1969,Male,More than 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Self employed,Yes,Metro,30,60,40,60,60
808,1966,Male,Between 1 and 5 years,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,Yes,Metro,40,5,40,5,0
809,1964,Male,Less than 1 year,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,80,80,50,50,50
810,1992,Male,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",Self employed,No,Metro,50,50,50,50,50
811,1965,Male,More than 5 years,Education and Training,Technicians and trades workers - Automotive and Engineering Trades Workers,More than 200,Yes,Metro,50,50,50,70,50
812,1960,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,10,0,20,0,0
813,1971,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,No,Metro,90,90,90,90,80
814,1963,Female,More than 5 years,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,50,50,30,50,50
815,1982,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Farmers and Farm Managers,More than 200,Yes,Metro,40,40,30,70,5
816,2000,Male,More than 5 years,Wholesale Trade,Sales workers - Sales Support Workers,5-19,No,Metro,100,60,30,10,40
817,1973,Male,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,20-199,Yes,Metro,0,0,0,0,0
818,1961,Male,More than 5 years,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",5-19,No,Metro,100,100,100,100,100
819,1988,Female,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,100,90,60,50,50
820,1980,Male,Between 1 and 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Metro,60,100,0,100,90
821,1972,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,60,100,100
822,1994,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5-19,No,Metro,30,100,10,50,20
823,1993,Male,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,No,Metro,70,90,70,90,90
824,1983,Female,Between 1 and 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Metro,60,70,80,60,70
825,1972,Male,More than 5 years,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,5,5,20,20,0
826,1963,Male,More than 5 years,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,30,50,80,50,0
827,1965,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,90,80,70,80,50
828,1981,Male,More than 5 years,"Professional, Scientific and Technical",Sales workers - Sales Representatives and Agents,More than 200,Yes,Metro,100,100,100,100,100
829,1965,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",1-4,No,Metro,100,90,90,80,50
830,1981,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,90,100,90,100,100
831,1970,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",5-19,No,Regional,0,0,0,0,0
832,1976,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Metro,100,60,100,60,40
833,1971,Male,Between 1 and 5 years,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,100,80,90,80
834,1963,Female,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Metro,80,100,80,100,80
835,1973,Male,Between 1 and 5 years,Information Media and Telecommunications,Sales workers - Sales Representatives and Agents,More than 200,Yes,Metro,70,50,70,50,50
836,1976,Female,Between 1 and 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,50,20,20,40,40
837,1988,Female,Between 1 and 5 years,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,100,100,70,100,70
838,1970,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,100,80,100,60
839,1968,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,20-199,Yes,Regional,5,5,5,5,5
840,1996,Female,Between 1 and 5 years,Financial and Insurance,Professionals - Health Professionals,More than 200,No,Metro,90,100,90,100,90
841,1986,Female,More than 5 years,Education and Training,Community and personal service workers - Carers and Aides,20-199,Yes,Regional,50,50,20,50,40
842,1984,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,5-19,Yes,Metro,5,5,5,50,50
843,1993,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,60,60,40,50,50
844,2002,Male,More than 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",More than 200,Yes,Metro,5,5,5,5,5
845,1977,Female,More than 5 years,Administrative and Support,Managers - Specialist Managers,20-199,Yes,Metro,60,70,70,60,30
846,1998,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,90,100,60,100,100
847,1981,Male,More than 5 years,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",5-19,No,Metro,10,50,20,50,50
848,1970,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Yes,Regional,100,100,100,100,80
849,1980,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,60,60,40,60,60
850,1972,Female,More than 5 years,Manufacturing,Managers - Specialist Managers,20-199,Yes,Metro,5,5,5,5,0
851,1967,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,0,30,30,20,20
852,1958,Male,More than 5 years,Manufacturing,Machinery operators and drivers - Machine and Stationary Plant Operators,20-199,No,Regional,5,5,5,50,50
853,1998,Female,Less than 1 year,Other Services,Sales workers - Sales Support Workers,1-4,Yes,Metro,10,20,10,20,30
854,1973,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,50,0,30,50,30
855,1983,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Yes,Metro,20,20,20,40,20
856,1988,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",20-199,No,Metro,60,90,50,90,90
857,1983,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,20,20,20,50,50
858,1993,Female,Between 1 and 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,Self employed,No,Metro,80,0,0,0,20
859,1992,Male,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,Yes,Metro,30,10,10,10,5
860,1983,Female,Between 1 and 5 years,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,5-19,No,Metro,0,100,5,50,80
861,1977,Male,Between 1 and 5 years,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",20-199,No,Metro,20,20,20,20,5
862,1992,Male,Less than 1 year,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",Self employed,No,Metro,50,50,50,50,50
863,1982,Female,Between 1 and 5 years,Public Administration and Safety,Professionals - Arts and Media Professionals,More than 200,Yes,Regional,60,70,40,60,60
864,1978,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,50
865,1980,Female,More than 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Regional,60,80,60,80,40
866,1989,Male,More than 5 years,Other Services,Sales workers - Sales Representatives and Agents,More than 200,No,Metro,90,100,100,100,100
867,1992,Female,Between 1 and 5 years,Retail Trade,Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,80,100,0,100,100
868,1957,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,5,0,0,0,50
869,1961,Female,Less than 1 year,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,80
870,1957,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,0,0,0,0,20
871,1963,Female,More than 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Yes,Metro,100,100,100,100,60
872,1974,Male,Less than 1 year,Wholesale Trade,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,10,5,5,5,0
873,1961,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Education Professionals,1-4,No,Metro,100,100,100,100,60
874,1980,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Self employed,Yes,Regional,100,100,100,100,90
875,1996,Male,More than 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,5-19,Yes,Regional,0,90,0,90,90
876,1988,Female,More than 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,80,50,80,50,50
877,1970,Female,Between 1 and 5 years,Other Services,Community and personal service workers - Hospitality Workers,5-19,No,Metro,80,70,70,60,50
878,1958,Male,Between 1 and 5 years,Manufacturing,Clerical and administrative workers - Numerical Clerks,20-199,No,Regional,0,50,0,50,50
879,1995,Male,More than 5 years,"Electricity, Gas, Water and Waste",Technicians and trades workers - Construction Trades Workers,20-199,Yes,Regional,70,50,70,30,90
880,1973,Male,Less than 1 year,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,60,60,50,50,40
881,1970,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,90
882,1980,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,100,100,100,100,90
883,1973,Female,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,20-199,No,Metro,70,100,80,80,100
884,1989,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,60,90,40,80,80
885,1995,Female,Between 1 and 5 years,Health Care and Social Assistance,Technicians and trades workers - Skilled Animal and Horticultural Workers,More than 200,Yes,Metro,20,50,5,50,50
886,1973,Female,More than 5 years,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,100,100,100,100,100
887,1997,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,100,100,60,80,100
888,1974,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,90,60,80,20,60
889,1967,Male,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Regional,100,100,100,100,100
890,1967,Female,More than 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,100,100,100,100,70
891,1967,Male,More than 5 years,Retail Trade,Managers - Specialist Managers,5-19,Yes,Metro,20,20,20,20,20
892,1983,Male,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,More than 200,No,Metro,20,0,5,0,0
893,1957,Male,More than 5 years,Arts and Recreation,Clerical and administrative workers - Clerical and Office Support Workers,5-19,No,Regional,100,100,100,100,100
894,1996,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Professionals - ICT Professionals,More than 200,Yes,Metro,80,80,70,80,80
895,1996,Female,Less than 1 year,"Electricity, Gas, Water and Waste",Labourers - Cleaners and Laundry Workers,20-199,No,Regional,100,100,100,100,100
896,1974,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,5-19,No,Metro,0,0,5,0,0
897,1973,Female,More than 5 years,Other Services,Managers - Specialist Managers,20-199,No,Metro,80,80,70,80,40
898,1974,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,20-199,Yes,Metro,5,50,5,50,30
899,1962,Male,More than 5 years,Manufacturing,Technicians and trades workers - Construction Trades Workers,More than 200,No,Metro,0,0,0,0,0
900,1969,Male,Less than 1 year,"Transport, Postal and Warehousing",Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Metro,90,90,90,90,90
901,2000,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,80,80,50,50,40
902,1968,Male,Between 1 and 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,100,100,100,100,100
903,1980,Female,More than 5 years,Other Services,Clerical and administrative workers - Inquiry Clerks and Receptionists,20-199,Yes,Metro,20,20,20,20,10
904,1987,Female,Less than 1 year,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5-19,Yes,Metro,0,20,50,50,50
905,1961,Female,Between 1 and 5 years,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Metro,100,100,100,100,90
906,1969,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,100,100,90
907,1985,Female,More than 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,60,80,30,60,50
908,1963,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,100,100,100,60,60
909,1983,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,20-199,Yes,Regional,70,50,60,40,50
910,1965,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,20-199,No,Metro,90,50,90,50,40
911,1986,Male,Less than 1 year,"Professional, Scientific and Technical",Technicians and trades workers - Automotive and Engineering Trades Workers,More than 200,Yes,Regional,100,100,100,100,100
912,1975,Female,Between 1 and 5 years,Health Care and Social Assistance,Managers - Specialist Managers,Self employed,No,Metro,50,50,50,50,50
913,1981,Male,Between 1 and 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,90,90,80,80,80
914,1995,Male,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,Self employed,Yes,Metro,20,20,10,20,20
915,1977,Female,More than 5 years,Financial and Insurance,Sales workers - Sales Representatives and Agents,More than 200,Yes,Metro,100,100,100,100,100
916,1972,Male,Between 1 and 5 years,Manufacturing,Technicians and trades workers - Automotive and Engineering Trades Workers,1-4,Yes,Metro,50,20,30,30,50
917,1960,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Metro,100,100,100,100,60
918,1967,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,20-199,No,Regional,5,50,0,50,50
919,1989,Male,Between 1 and 5 years,Financial and Insurance,Sales workers - Sales Representatives and Agents,More than 200,No,Metro,50,50,50,50,40
920,1985,Male,More than 5 years,Retail Trade,Community and personal service workers - Hospitality Workers,5-19,Yes,Metro,50,100,20,80,50
921,1965,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Regional,50,20,40,20,20
922,1973,Male,More than 5 years,Construction,Managers - Specialist Managers,1-4,Yes,Regional,100,100,100,100,100
923,1965,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,20-199,No,Metro,5,40,0,40,40
924,1963,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,40,40,10,20,40
925,1975,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,5,20,0,20,20
926,1995,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,90,60,90,50,50
927,1987,Male,Between 1 and 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,50,50,80,100
928,1967,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,20-199,Yes,Metro,50,50,50,50,40
929,1971,Male,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,More than 200,Yes,Metro,70,80,60,50,50
930,1975,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,No,Metro,90,60,70,60,60
931,1958,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,100,100,100
932,1957,Male,More than 5 years,Other Services,Clerical and administrative workers - General Clerical Workers,1-4,No,Metro,5,0,0,0,5
933,1989,Male,More than 5 years,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,70,20,50,20,20
934,1999,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5-19,No,Metro,0,20,0,30,20
935,1985,Male,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,30,5,30,0,5
936,1963,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Metro,100,100,90,90,60
937,1986,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,20-199,No,Metro,5,100,5,100,100
938,1987,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Self employed,Yes,Metro,100,90,100,90,90
939,1980,Female,More than 5 years,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",5-19,No,Metro,0,0,0,0,0
940,1992,Male,More than 5 years,Wholesale Trade,Clerical and administrative workers - General Clerical Workers,20-199,Yes,Metro,100,100,100,100,80
941,1983,Female,Less than 1 year,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,90,100,90,90,60
942,1971,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,1-4,Yes,Metro,10,50,20,50,50
943,1973,Female,More than 5 years,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,1-4,Yes,Metro,100,70,50,50,100
